Client,Position,Skillset,InterviewType,Gender,StartPermission,Unscheduled,FollowUp,AlternativeContact,Resume,Venue,Letter,ExpectAttend,Attendence,MaritalStat
Pfizer,Niche,Senior software engineer-Mednet,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Pfizer,Niche,Senior software engineer-Mednet,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Sr Automation Testing,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Sr Automation Testing,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Sr Automation Testing,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Sr Automation Testing,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,TL,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Pfizer,Routine,Regulatory,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Pfizer,Routine,Regulatory,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon hewitt Gurgaon,Routine,Java J2EE,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon hewitt Gurgaon,Routine,Java J2EE,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Automation Testing Java,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Automation Testing Java,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Astrazeneca,Niche,ALS Testing,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Flextronics,Routine,Java Developer,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Lending And Liabilities,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,L & L,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Lending&Liablities,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java/J2ee/Core Java,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java/J2ee/Core Java,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java/J2ee,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java/J2ee,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java/J2ee,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java/J2ee,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java/J2ee,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Niche,T-24 developer,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Niche,T-24 developer,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Niche,T-24 developer,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Niche,T-24 developer,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Williams Lea,Routine,Java,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Barclays,Niche,Product Control,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Hewitt,Routine,Dot Net,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Hewitt,Routine,Dot Net,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Hewitt,Routine,Dot Net,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Hewitt,Routine,Dot Net,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Hewitt,Routine,Dot Net,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Hewitt,Routine,Dot Net,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Hewitt,Routine,Dot Net,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Hewitt,Routine,testing,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Hewitt,Routine,testing,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Hewitt,Routine,testing,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Hewitt,Routine,testing,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Flextronics,Niche,#NAME?,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Flextronics,Niche,#NAME?,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Williams Lea,Routine,ETL,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Williams Lea,Routine,ETL,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Williams Lea,Routine,ETL,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Williams Lea,Routine,ETL,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Williams Lea,Niche,ETL,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Niche,Java-SAS,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java Tech Lead,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java Tech Lead,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Routine,"JAVA,SQL",Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Routine,"JAVA,SQL",Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Routine,"JAVA,SQL",Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Routine,"JAVA,SQL",Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Routine,"Java, SQL",Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Routine,"Java, SQL",Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Niche,Hadoop,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Niche,Hadoop,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Niche,Hadoop,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Niche,Hadoop,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Niche,Hadoop,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Niche,Hadoop,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Niche,Hadoop,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Niche,Hadoop,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Niche,Hadoop,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Niche,Hadoop,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Niche,Hadoop,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Niche,Hadoop,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,SCCM,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,SCCM,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,SCCM,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,SCCM,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Sccm- networking,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,SCCM – SQL,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,SCCM,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Production Support - SCCM,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Production Support - SCCM,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,SAS,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,SAS,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,SAS,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,SAS,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,SAS,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,SAS,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,SAS,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,SAS,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Pfizer,Niche,RA Publishing,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Pfizer,Niche,EMEA,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Pfizer,Niche,LCM -Manager,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Pfizer,Niche,Biosimiliars,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Pfizer,Niche,generic drugs – RA,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,AML/KYC/CDD,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,AML/KYC/CDD,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,AML/KYC/CDD,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,AML/KYC/CDD,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,AML/KYC/CDD,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,AML/KYC/CDD,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,AML/KYC/CDD,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,AML/KYC/CDD,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,AML/KYC/CDD,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,AML/KYC/CDD,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,AML/KYC/CDD,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,AML/KYC/CDD,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,AML/KYC/CDD,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,AML/KYC/CDD,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,AML/KYC/CDD,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,AML/KYC/CDD,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,AML/KYC/CDD,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,AML/KYC/CDD,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,AML/KYC/CDD,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,CDD KYC,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,CDD KYC,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,CDD KYC,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,CDD KYC,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank Chennai,Routine,Core Java,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank Chennai,Routine,Core Java,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank Chennai,Routine,Core Java,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank Chennai,Routine,Core Java,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank Chennai,Routine,Core Java,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank Chennai,Routine,Core Java,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank Chennai,Routine,Core Java,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/SPRING/HIBERNATE/JSF,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/SPRING/HIBERNATE/JSF,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/SPRING/HIBERNATE/JSF,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/SPRING/HIBERNATE/JSF,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
